year,country,country_code,co2_per_capita,gdp_per_capita,life_expectancy,health_expenditure,electric_power,infant_mortality,population,school_enrollment,region
2000,Djibouti,DJI,0.981643691172968,737.612183644052,56.734,35.48954773,,80.9,747318.0,,Other
2000,Dominica,DMA,0.791113835734408,4867.39896323759,71.715,259.0213623,,16.6,68511.0,117.881462097168,Other
2000,Dominican Republic,DOM,2.21497893219978,2831.45883638033,70.365,138.29624939,1358.07804813267,33.6,8584190.0,115.308647155762,Other
2000,Ecuador,ECU,1.73867458688905,1382.23421759909,72.09,49.37281418,637.786162506937,24.1,12689206.0,107.411689758301,Latin America
2000,"Egypt, Arab Rep.",EGY,1.75027301728806,1366.09274372613,67.332,69.37174988,920.128329208633,39.6,73083284.0,89.0984268188477,Middle East & North Africa
2000,El Salvador,SLV,0.975676073120854,1982.87093542615,67.711,155.52601624,609.250717522697,26.5,5943366.0,107.374649047852,Other
2000,Equatorial Guinea,GNQ,3.90257636016432,1487.3165506701,53.395,20.14153671,89.5803799061254,106.5,703279.0,81.5698776245117,Other
2000,Eritrea,ERI,0.298304740789068,314.357396753501,56.285,14.03034782,80.1057039266481,50.8,2247031.0,95.3378219604492,Other
2000,Estonia,EST,12.7571162181412,4070.60902410208,70.4170731707317,209.97769165,4540.49256076479,8.8,1396985.0,104.32495880127,Other
2000,Eswatini,SWZ,1.05395164651138,1629.67038842815,47.627,76.93126678,656.79931324142,73.0,1041414.0,98.570182800293,Other
2000,Ethiopia,ETH,0.0575065136518114,122.269202606069,50.88,5.28970861,22.3552381141412,92.2,67411494.0,52.2387313842773,Sub-Saharan Africa
2000,Faroe Islands,FRO,0.0393408226603138,23322.7593357515,78.3829268292683,,,,45754.0,,Other
2000,Fiji,FJI,1.71635694230886,1995.72071163264,66.194,74.28569794,,16.6,840909.0,100.265716552734,Other
2000,Finland,FIN,11.1139059493154,24335.9225082659,77.4658536585366,1726.74438477,15305.409808607,3.5,5176209.0,99.7170867919922,Other
2000,France,FRA,6.58034817935345,22340.5939516217,79.0560975609756,2161.85302734,7223.79633393452,4.1,60918661.0,100.428260803223,Europe
2000,French Polynesia,PYF,2.95293691774467,14978.324104668,79.0,,,,240337.0,,Other
2000,Gabon,GAB,5.17720677468618,3982.906200928,61.81,123.197258,847.46294211538,50.8,1275572.0,131.35324859619152,Other
2000,"Gambia, The",GMB,0.182944764700869,538.054072348854,56.899,74.83678436,,73.2,1455084.0,70.9850234985352,Other
2000,Georgia,GEO,1.27849706080084,749.908534993961,70.091,52.25807953,1574.3914041516,29.4,4077131.0,107.290756225586,Other
2000,Germany,DEU,10.5993032021746,23925.8559901991,77.9268292682927,2336.36230469,6635.42140596667,4.4,82211508.0,105.392036437988,Europe
2000,Ghana,GHA,0.306420193585739,253.746936203344,58.139,10.46035767,320.210426322397,61.8,19637087.0,79.9403762817383,Sub-Saharan Africa
2000,Gibraltar,GIB,12.3136886932044,,80.145,,4366.81222707424,,27709.0,105.813949584961,Other
2000,Greece,GRC,8.89024680060945,11638.2010697215,77.8878048780488,885.41052246,4586.32987001065,5.5,10805808.0,102.308349609375,Other
2000,Greenland,GRL,0.0231378481801192,19009.0774407515,66.0990243902439,,,,56185.0,,Other
2000,Grenada,GRD,0.53419698281077,4839.82811114248,72.955,259.33764648,,13.3,107451.0,94.5418395996094,Other
2000,Guam,GUM,0.0018742385905725,28112.2316573422,74.894,,,,160065.0,,Other
2000,Guatemala,GTM,0.827443802109015,1648.96578971559,67.102,83.61930084,329.127567451489,40.8,11697592.0,98.8193283081055,Other
2000,Guinea,GIN,0.173226848037783,518.157066924026,52.42,22.71741867,,97.0,8428832.0,58.3812294006348,Other
2000,Guinea-Bissau,GNB,0.16286816425469,316.945495037639,50.565,13.2785511,,100.3,1234741.0,75.5002975463867,Other
2000,Guyana,GUY,2.17315698087946,931.796651718955,64.075,62.37635422,,41.3,764832.0,98.2578506469727,Other
2000,Haiti,HTI,0.20415141191579,820.600046761464,58.175,30.35855865,36.4921702616272,70.7,8303151.0,,Other
2000,Honduras,HND,0.760181295401954,1092.56400746252,68.302,68.48374939,488.767246908642,29.6,6577773.0,103.204963684082,Other
2000,"Hong Kong SAR, China",HKG,6.28672168042011,25756.7728723704,80.8731707317073,,5825.95648912228,,6665000.0,102.341385426436,East Asia
2000,Hungary,HUN,5.82337370265766,4629.91760812548,71.2463414634146,313.10858154,3309.2837106285,8.7,10210971.0,101.967720031738,Other
2000,Iceland,ISL,10.1434896250067,32503.578963236,79.6536585365854,2855.57470703,26201.5255774257,3.2,281205.0,99.1379928588867,Other
2000,India,IND,0.942309744278839,442.750218937263,62.749,18.47883415,384.989363868788,66.3,1057922733.0,98.808967590332,South Asia
2000,Indonesia,IDN,1.38408579613851,763.711124950924,66.292,15.39148712,382.177177950589,41.3,216077790.0,108.993591308594,Other
2000,"Iran, Islamic Rep.",IRN,5.32891818848676,1650.01385833785,70.166,79.89089203,1528.20008004076,31.5,66418659.0,97.7706298828125,Middle East & North Africa
2000,Iraq,IRQ,3.6362101364327,1980.18916038782,64.86,168.26249695,1193.90489442048,38.4,24424056.0,89.9259414672852,Middle East & North Africa
2000,Ireland,IRL,11.5177387420391,26334.5672050501,76.5365853658537,1564.83764648,5797.36958152242,6.0,3805174.0,102.282279968262,Other
2000,Isle of Man,IMN,,21161.3963073772,74.842,,,,75659.0,,Other
2000,Israel,ISR,9.42660200349817,21706.5194056329,78.9536585365854,1473.00915527,6323.10383208777,5.6,6289000.0,98.2204437255859,Other
2000,Italy,ITA,7.97861399862471,20190.0035636084,79.7780487804878,1524.23962402,5299.85647879422,4.7,56942108.0,102.28849029541,Europe
2000,Jamaica,JAM,3.9283295741357,3453.09252800226,71.281,206.44976807,2317.25582918492,18.9,2607826.0,92.0542831420898,Other
2000,Japan,JPN,9.80406329083986,39169.3595701504,81.0760975609756,2751.38452148,8048.23285478899,3.3,126843000.0,102.236576080322,East Asia
2000,Jordan,JOR,3.05659330102683,1570.61002940477,71.926,151.33486938,1226.66929029348,22.9,5386945.0,96.6252517700195,Other
2000,Kazakhstan,KAZ,8.52997364123056,1180.0444563226,63.793,49.093647,3043.2673081393,36.0,15501103.0,98.0066375732422,Europe & Central Asia
2000,Kenya,KEN,0.290677543795641,414.626365130846,56.084,21.53400993,109.062820119121,63.8,30642890.0,94.2572402954102,Sub-Saharan Africa
2000,Kiribati,KIR,0.365634839131956,845.367240231973,64.674,65.61151886,,49.1,88613.0,105.911437988281,Other
2000,"Korea, Dem. People's Rep.",PRK,3.11867576611252,,60.911,,690.191080757089,59.4,23665910.0,92.0648422241211,Other
2000,"Korea, Rep.",KOR,9.9217579706617,12710.2995795579,75.909756097561,475.2520752,5885.45240628793,5.8,47008111.0,98.9645385742188,East Asia
2000,Kosovo,XKX,,4384.18796444738,71.321,,1468.52165306606,43.4,1802493.0,,Other
2000,Kuwait,KWT,28.6596112260188,19296.3471698729,76.2258780487805,425.20968628,14716.7685829451,10.6,1954709.0,91.778190612793,Other
2000,Kyrgyz Republic,KGZ,0.979490695052754,279.621738464365,68.5585365853659,12.0349474,1696.07717845272,44.0,4898362.0,94.7018585205078,Other
2000,Lao PDR,LAO,0.172061042728584,318.749852236965,58.317,14.10313892,117.653297275083,86.8,5431212.0,105.722198486328,Other
2000,Latvia,LVA,3.05416992249372,3278.17896440803,70.3146341463415,181.57072449,2082.32138708792,11.6,2367550.0,101.699783325195,Other
2000,Lebanon,LBN,3.53598931938817,3986.83513941026,73.895,425.70095825,2300.81259499138,17.6,4329340.0,85.1220779418945,Other
2000,Lesotho,LSO,0.175057500001248,442.779545779081,48.783,23.71122551,,78.0,2003913.0,108.976371765137,Other
2000,Liberia,LBR,0.136333350067637,298.485340578945,51.852,7.93455124,,123.9,2928117.0,108.483879089355,Other
2000,Libya,LBY,9.29018000117247,7214.10040377084,70.542,247.1134491,2243.91194681416,21.5,5305021.0,108.34675979614249,Other
2000,Liechtenstein,LIE,,76087.911114202,76.8268292682927,9870.385742185,,,32645.0,105.754722595215,Other
2000,Lithuania,LTU,3.33092730007635,3300.63634928559,72.0195121951219,217.1761322,2516.90509827589,8.6,3499536.0,103.144233703613,Other
2000,Luxembourg,LUX,20.1714416685767,48659.5988753233,77.8731707317073,2901.19995117,15663.5342654137,3.9,436300.0,98.2414703369141,Other
2000,"Macao SAR, China",MAC,3.38875986994891,15731.4081633771,80.1829268292683,,,,430600.0,102.001209259033,Other
2000,Madagascar,MDG,0.10257721778278,280.282905559649,57.974,11.1882658,45.8939505839612,65.5,16516338.0,95.8474273681641,Other
2000,Malawi,MWI,0.273808402340698,224.22415918428,46.17,8.84964848,,100.2,11315942.0,139.182037353516,Other
2000,Malaysia,MYS,5.69323613529471,4083.52874483605,72.732,111.8384552,2774.14273956218,7.7,22967816.0,97.4562911987305,Other
2000,Maldives,MDV,2.22609114988706,2213.81235053178,70.892,219.8586731,,33.5,282019.0,126.989768981934,South Asia
2000,Mali,MLI,0.0688623609235515,304.652870194271,50.605,14.00473022,,102.8,11559290.0,52.9354515075684,Other
2000,Malta,MLT,5.47313804356464,10348.4858902403,78.3487804878049,647.10150146,4311.8586366631,6.7,390087.0,106.36759185791,Other
2000,Marshall Islands,MHL,0.0019721531968603,2264.79114897645,63.323,306.73342896,,33.7,50706.0,108.448888114364,Other
2000,Mauritania,MRT,0.404906787641274,680.911061879778,61.044,23.00290108,,67.6,2613441.0,81.9958877563477,Other
2000,Mauritius,MUS,2.05860273171603,3981.98343249582,71.6634146341463,115.89820862,1363.24610973541,16.6,1186873.0,101.194557189941,Other
2000,Mexico,MEX,4.02272121123337,7524.0271380091,72.562,319.34719849,1805.47531941824,23.7,98625552.0,109.118301391602,Latin America
2000,"Micronesia, Fed. Sts.",FSM,0.0017850130305951,2049.3453246655,64.317,161.47862244,,33.4,112044.0,94.3598499009745,Other
2000,Moldova,MDA,2.3577376987747,440.538683980372,67.462,21.37988663,2038.52197924688,27.9,2924668.0,105.797449464884,Other
2000,Monaco,MCO,,81789.0206522549,82.121,2975.82250977,,4.2,32455.0,132.716461181641,Other
2000,Mongolia,MNG,3.78533006126955,476.02755082717,63.2104878048781,28.13583946,1057.65651620672,47.4,2388299.0,99.7920989990234,East Asia
2000,Montenegro,MNE,,1627.06511911987,73.3968048780488,825.5116271950001,5030.342371520825,12.7,604950.0,105.12697601318351,Other
2000,Morocco,MAR,1.18101840963276,1499.107421875,66.794,54.63968277,496.421350902873,45.2,28423435.0,93.7790679931641,Middle East & North Africa
2000,Mozambique,MOZ,0.0866536165915586,327.12623979157,49.476,7.00877714,123.168380553119,106.1,18129653.0,73.2299194335938,Sub-Saharan Africa
2000,Myanmar,MMR,0.221722533260091,196.619580625284,60.357,4.47214985,77.6315900161801,73.9,45290841.0,101.413139343262,Other
2000,Namibia,NAM,1.05320053864219,2156.67590512714,52.946,217.55029297,1038.68425263396,45.9,1818647.0,113.866256713867,Other
2000,Nauru,NRU,0.0,2648.60152860938,59.574,463.77734375,,37.5,10168.0,98.5731964111328,Other
2000,Nepal,NPL,0.139302904539297,223.830289183078,62.642,8.34249592,57.3604987984238,61.8,24546509.0,114.346168518066,South Asia
2000,Netherlands,NLD,11.1051053739996,26225.1697734149,77.9878048780488,2028.18139648,6507.10592493944,5.1,15925513.0,107.383682250977,Europe
2000,New Caledonia,NCL,9.66750038099848,15329.7297200058,73.574,,,,223098.0,,Other
2000,New Zealand,NZL,8.55385333229644,13641.1027183822,78.6365853658537,1054.28100586,9421.15768463074,6.0,3857700.0,98.7734222412109,Other
2000,Nicaragua,NIC,0.750642143274255,1017.3124434882,66.36,53.29532623,348.024631702137,30.8,5022633.0,103.338760375977,Other
2000,Niger,NER,0.0609576502459245,194.771959898935,49.172,9.04467964,32.2338771967474,107.7,11509630.0,32.1440010070801,Other
2000,Nigeria,NGA,0.792790969926579,547.318298903379,47.143,17.15887642,95.551208223506,97.1,126382494.0,95.5101623535156,Sub-Saharan Africa
2000,North Macedonia,MKD,4.4599896365386,1861.89899780644,72.9463414634147,162.68013,2907.6911688504,14.2,2026350.0,101.575706481934,Other
2000,Northern Mariana Islands,MNP,0.00146292936977,18938.8728389967,74.9,,,,68356.0,,Other
2000,Norway,NOR,9.30078087859475,38178.2368777076,78.6341463414634,2948.93164063,24993.7262954727,3.9,4490967.0,99.1401519775391,Europe
2000,Oman,OMN,11.5318533423366,9753.84755185404,73.643,261.88265991,3182.11355965105,13.3,2282131.0,92.6224670410156,Other
2000,Pakistan,PAK,0.722433695019472,642.338346499898,61.903,15.36755657,333.072641867358,89.1,154879127.0,62.7693099975586,South Asia
2000,Palau,PLW,110.647617061216,7798.07504193852,64.499,675.54473877,,22.3,19178.0,114.16813659668,Other
2000,Panama,PAN,1.72414079469992,3975.09310275544,73.443,300.66052246,1274.92676147011,20.3,3010369.0,104.723449707031,Other
2000,Papua New Guinea,PNG,0.526361985340968,635.957919047725,61.609,18.84121323,,56.0,5537064.0,68.3852920532227,Other
2000,Paraguay,PRY,0.714113754757033,1736.11729210765,70.026,104.49077606,922.588077166474,28.7,5100868.0,121.569923400879,Latin America
2000,Peru,PER,1.08978642306542,1945.41338451698,69.821,83.63842773,662.710754295072,29.9,26598331.0,116.377288818359,Latin America
2000,Philippines,PHL,0.932672272893032,1050.79273107952,67.789,32.10300446,489.102741930442,27.3,79625397.0,104.052787780762,Other
2000,Poland,POL,8.18187708712719,4520.64100449111,73.7487804878049,238.00448608,3256.18045539478,8.1,38258629.0,100.339080810547,Europe
2000,Portugal,PRT,6.24348268563984,11526.3720667968,76.3146341463415,995.34210205,3988.96082351837,5.5,10289898.0,119.70580291748,Other
2000,Puerto Rico (US),PRI,6.60892430467078,16192.1269719638,75.514,,,,3810605.0,95.0853271484375,Other
2000,Qatar,QAT,49.2290566195703,27535.182940934,75.25,553.08605957,13180.0697376234,10.4,644989.0,96.5041809082031,Other
2000,Romania,ROU,4.34452283523425,1659.92904910528,71.1634146341463,69.89345551,1987.66018990979,18.1,22442971.0,104.286956787109,Other
2000,Russian Federation,RUS,11.4678581573253,1771.59411621094,65.4836585365854,95.20859528,5198.40570401268,15.6,146596869.0,110.809799194336,Europe & Central Asia
2000,Rwanda,RWA,0.0828470558128623,251.86926386091,47.798,9.00399399,25.3228326364076,107.9,8213931.0,138.091659545898,Other
2000,Samoa,WSM,1.02374989679941,1424.75240002471,70.791,60.4606514,,16.4,181685.0,96.6747207641602,Other
2000,San Marino,SMR,,37600.7077379601,80.504,2176.20825195,,5.0,26799.0,94.4051825677267,Other
2000,Sao Tome and Principe,STP,0.37981363440681,529.089383412262,61.207,49.63587952,,50.7,144018.0,122.417999267578,Other
2000,Saudi Arabia,SAU,16.3953985610582,11714.5623675159,72.607,493.36984253,7235.87659622288,19.9,16177722.0,105.80186450639,Middle East & North Africa
2000,Senegal,SEN,0.400180171865501,603.233162455158,57.615,21.41570663,100.820002688533,73.8,9968260.0,68.4906311035156,Other
2000,Serbia,SRB,,974.725469278615,71.5829268292683,56.52191544,3977.46458185932,10.9,7516346.0,103.58666229248,Other
2000,Seychelles,SYC,9.29977443887047,8063.65500575169,72.7780487804878,340.23703003,,11.8,81131.0,107.946586608887,Other
2000,Sierra Leone,SLE,0.0975673493894468,143.743743239644,44.834,17.66835022,,123.4,4423611.0,63.2500801086426,Other
2000,Singapore,SGP,11.3010369953278,23852.8389514753,77.9512195121951,796.03100586,7575.43595438502,3.0,4027887.0,100.39888801014149,Other
2000,Sint Maarten (Dutch part),SXM,,33624.8712674685,74.409,,,,30773.0,,Other
2000,Slovak Republic,SVK,7.73551047373031,5421.6448441887,73.0512195121951,203.50627136,4955.9078964949,8.1,5388720.0,102.84538269043,Other
2000,Slovenia,SVN,7.58902422162726,10135.7219109212,75.4121951219512,796.64703369,5777.99565091695,4.5,1988925.0,99.6168975830078,Other
2000,Solomon Islands,SLB,0.528527546774007,953.17190137706,67.116,46.02681351,,23.2,440469.0,80.1520233154297,Other
2000,"Somalia, Fed. Rep.",SOM,0.0707455938438096,386.119274401275,50.747,13.25413895,,104.3,8838713.0,22.7854194641113,Other
2000,South Africa,ZAF,7.36397941641679,3217.84693448467,58.368,236.08114624,4367.07436700376,46.9,47159719.0,92.5673980712891,Sub-Saharan Africa
2000,South Sudan,SSD,,1654.21153546555,47.591,34.984127045,50.34480130305655,118.5,6032267.0,,Other
2000,Spain,ESP,7.64971752025199,14743.2671031455,78.9658536585366,1005.28399658,5167.71107298131,4.4,40567864.0,104.224510192871,Europe
2000,Sri Lanka,LKA,0.594343435725624,860.199884304769,71.179,42.54893112,286.942647856581,13.0,19293054.0,94.8465259063666,South Asia
2000,St. Kitts and Nevis,KNA,1.09839108910891,9319.65545093525,69.249,446.66659546,,20.2,45248.0,111.089706420898,Other
2000,St. Lucia,LCA,0.610278912593938,5879.56191426207,70.779,285.84280396,,15.9,158616.0,103.179191589355,Other
2000,St. Martin (French part),MAF,,20350.7213080106,76.793,,,,29996.0,,Other
2000,St. Vincent and the Grenadines,VCT,0.369016689418292,3768.95536604022,70.35,149.9225769,,19.5,113545.0,114.669143676758,Other
2000,Sudan,SDN,0.215697415351796,362.116882324219,58.946,13.99440289,81.0303290338248,70.8,27816745.0,63.5354995727539,Other
2000,Suriname,SUR,3.10546887293005,1988.22172925433,64.409,166.90083313,2238.57268437804,27.3,476643.0,102.226742930095,Other
2000,Sweden,SWE,6.53554865027019,29632.5890811623,79.6439024390244,2173.1940918,15681.6152732118,3.4,8872109.0,106.774490356445,Europe
2000,Switzerland,CHE,6.23089396944705,38865.021939688,79.6804878048781,3550.12597656,7844.93858092355,4.7,7184250.0,104.152786254883,Europe
2000,Syrian Arab Republic,SYR,2.75886578873472,1138.1884854278,70.856,53.69049835,1050.37370127747,20.8,16637888.0,102.303161621094,Other
2000,Tajikistan,TJK,0.443073574303451,136.925716400723,63.542,5.90626955,2138.03764200082,62.2,6284735.0,96.7624206542969,Other
2000,Tanzania,TZA,0.090834424226942,401.698150634766,53.244,12.33031845,58.6979521595052,85.3,34260139.0,69.492431640625,Sub-Saharan Africa
2000,Thailand,THA,2.77493831519154,2005.97694514234,71.205,62.21043015,1446.80465431153,18.5,63007815.0,98.4672393798828,Other
2000,Timor-Leste,TLS,0.469206321937811,492.457637913906,58.097,60.86650276,,83.9,745088.0,122.48627262385699,Other
2000,Togo,TGO,0.243402917138534,409.889802792768,54.577,13.0541811,91.2444793685337,70.8,5140037.0,110.808746337891,Other
2000,Tonga,TON,0.971980092912726,1995.07667546271,69.635,53.3949585,,13.8,102677.0,111.179916381836,Other
2000,Trinidad and Tobago,TTO,14.5243806894211,6178.58975559687,68.629,266.16275024,3833.98975885265,26.1,1319774.0,101.986701965332,Other
2000,Tunisia,TUN,2.16396729727336,2199.04465936314,72.604,111.01378632,970.820594299911,23.9,9764935.0,114.567306518555,Other
2000,Turkiye,TUR,3.47043278431936,4199.3798635759,71.931,192.8344574,1597.53098620898,30.8,65425961.0,105.348022460938,Europe & Central Asia
2000,Turkmenistan,TKM,8.58454567057639,633.835487638011,64.931,75.52490234,1668.02067874301,58.3,4582677.0,99.34364210422615,Other
2000,Turks and Caicos Islands,TCA,0.945008008542445,28031.787907585953,73.972,,,7.9,18730.0,102.332656860352,Other
2000,Tuvalu,TUV,0.0,1579.41906275542,63.536,351.92758179,,35.8,9544.0,108.823532104492,Other
2000,Uganda,UGA,0.0589121317991763,258.050338731086,49.64,16.42602158,29.7498140636621,89.8,24000150.0,130.160614013672,Sub-Saharan Africa
2000,Ukraine,UKR,7.28514189616492,653.294311523438,67.786,34.62232971,2757.08653488754,17.6,49556660.0,112.915328979492,Other
2000,United Arab Emirates,ARE,25.3198800655489,29865.502347066,76.347,706.03112793,10724.5443421137,8.5,3493575.0,107.533197014116,Other
2000,United Kingdom,GBR,9.37230154582975,28383.8761094996,77.7414634146342,2020.96813965,6114.52925918564,5.5,58892514.0,100.591789245605,Europe
2000,United States,USA,21.0118753202743,36329.9560727102,76.6365853658537,4548.5546875,13671.0520240061,7.1,282162411.0,100.981300354004,North America
2000,Uruguay,URY,1.70552622829056,6987.70098766257,74.693,699.20495605,2010.89582224759,14.7,3266206.0,110.200187683105,Latin America
2000,Uzbekistan,UZB,5.30608034339216,555.149231099186,65.456,35.72119904,1767.37421074727,55.1,24787054.0,99.1522369384766,Europe & Central Asia
2000,Vanuatu,VUT,0.450931657012793,1460.23817692229,68.586,48.28763199,,21.4,186281.0,112.03441619873,Other
2000,"Venezuela, RB",VEN,5.61613486816086,4776.2816763938,72.388,162.43952942,2631.25405985997,17.5,24526708.0,99.864990234375,Latin America
2000,Viet Nam,VNM,0.732762940866418,404.029784055118,72.746,21.0719223,296.860781482897,21.7,77154011.0,113.529556274414,Other
